Q0724	OSH	OSH-03	勞動檢查法	第3條	民國109年6月10日	勞檢法-定義	2	勞動檢查法所稱「代行檢查機構」係指何者？	領有勞動檢查證之人員	中央主管機關為辦理勞動檢查所設之專責檢查機構	由中央主管機關指定辦理危險性機械或設備檢查之行政機關、學術機構或非營利法人	地方政府勞工局	Under the Labor Inspection Act, a 'delegated inspection agency' is:	A person holding a labor inspector's certificate	A dedicated inspection agency set up by the central authority	An administrative agency, academic institution or non-profit legal person designated by the central authority to inspect dangerous machinery or equipment	A local labor bureau	c	第3條：勞動檢查機構指中央或直轄市主管機關或有關機關為辦理勞動檢查業務所設置之專責檢查機構；代行檢查機構指由中央主管機關指定為辦理危險性機械或設備檢查之行政機關、學術機構或非營利法人；勞動檢查員與代行檢查員分別領有勞動檢查證與代行檢查證。	Article 3: labor inspection agencies are dedicated bodies of the central or municipal authorities; delegated inspection agencies are designated agencies, academic institutions or non-profits for dangerous machinery/equipment inspection.	draft	5		
Q0725	OSH	OSH-03	勞動檢查法	第4條	民國109年6月10日	勞檢法-範圍	1	下列何者屬勞動檢查事項範圍？	勞動基準法令、職業安全衛生法令及其他依勞動法令應辦理之事項	僅職業安全衛生法令	公司稅務	僅勞動基準法令	Which falls within the scope of labor inspection?	Labor Standards laws, OSH laws and other matters required by labor laws	OSH laws only	Corporate taxation	Labor Standards laws only	a	第4條：依本法規定應執行檢查之事項、勞動基準法令規定之事項、職業安全衛生法令規定之事項、其他依勞動法令應辦理之事項。細則第3條：勞動法令指勞工保險、勞工福利、就業服務及其他相關法令。	Article 4: matters under this Act, the Labor Standards Act, OSH laws and other labor laws; Enforcement Rules Article 3 defines other labor laws as labor insurance, welfare, employment services etc.	draft	5		
Q0726	OSH	OSH-03	勞動檢查法	第6條	民國109年6月10日	勞檢法-方針	2	中央主管機關應於年度開始前幾個月公告並宣導勞動檢查方針？勞動檢查機構應於公告後幾個月內擬定監督檢查計畫？	一年；六個月	三個月；一個月	一個月；一個月	六個月；三個月	The central authority must announce the labor inspection policy how many months before the year begins, and inspection agencies must draw up their plans within how long after?	1 year; 6 months	3 months; 1 month	1 month; 1 month	6 months; 3 months	d	第6條：中央主管機關應參酌勞動條件、安全衛生條件、職業災害嚴重率及傷害頻率，於年度開始前六個月公告勞動檢查方針（優先受檢事業單位選擇原則、監督檢查重點、檢查及處理原則等）；勞動檢查機構應於公告後三個月內擬定勞動監督檢查計畫報請核備。	Article 6: policy announced 6 months before the year starts (priority targets, focus, handling principles); agencies draft supervision and inspection plans within 3 months.	draft	5		
Q0727	OSH	OSH-03	勞動檢查法	第7條	民國109年6月10日	勞檢法-年報	2	中央主管機關應多久定期公布勞動檢查年報？依施行細則應於何時公布前一年之年報？	每年；每年第三季	每月；次月	每季；次季	每二年；年底	How often is the labor inspection annual report published, and when per the Enforcement Rules?	Yearly; in the third quarter each year	Monthly; next month	Quarterly; next quarter	Every 2 years; year-end	a	第7條第3項：中央主管機關應每年定期公布勞動檢查年報。細則第7條第2項：應於每年第三季公布前一年之勞動檢查年報。	Article 7(3): published annually; Enforcement Rules Article 7(2): in the third quarter for the previous year.	draft	5		
Q0728	OSH	OSH-03	勞動檢查法	第11條	民國109年6月10日	勞檢法-檢查員	2	下列何者為勞動檢查員不得有之行為？	告知雇主及工會	出示勞動檢查證	作成檢查紀錄	洩漏受檢查事業單位之生產技術、設備及經營財務等秘密（離職後亦同）	Which is prohibited for labor inspectors?	Notifying the employer and union	Showing the inspector's certificate	Making inspection records	Disclosing the inspected enterprise's technical, equipment or financial secrets, even after leaving office	d	第11條：不得為變更隱匿或捏造事實之陳報；不得洩漏受檢事業單位之生產技術設備及經營財務等秘密，離職後亦同；處理秘密申訴案件不得洩漏申訴來源；不得與受檢事業單位發生不當財務關係。任何人得根據事實舉發違法失職。第12條：有利害關係者應自行迴避。	Article 11: no false reports, no disclosure of enterprise secrets (also after leaving), no revealing complaint sources, no improper financial relations; Article 12: recusal for conflicts of interest.	draft	5		
Q0729	OSH	OSH-03	勞動檢查法	第13條	民國109年6月10日	勞檢法-程序	2	勞動檢查員執行職務，原則上不得事先通知事業單位，但下列何者除外？	一般安全衛生檢查	勞工申訴檢查	危險性工作場所審查或檢查、危險性機械或設備檢查、職業災害檢查及其他經核准者	勞動條件檢查	Labor inspectors generally must not give advance notice, except for:	General OSH inspections	Complaint inspections	Dangerous workplace review/inspection, dangerous machinery/equipment inspection, occupational accident inspection and other approved cases	Labor condition inspections	c	第13條：勞動檢查員執行職務除第26條之審查或檢查、危險性機械或設備檢查、職業災害檢查及其他經勞動檢查機構或主管機關核准者外，不得事先通知事業單位。	Article 13: the exceptions are Article 26 reviews/inspections, dangerous machinery or equipment inspections, accident inspections and other approved cases.	draft	5		
Q0730	OSH	OSH-03	勞動檢查法	第14條	民國109年6月10日	勞檢法-程序	2	勞動檢查員為執行檢查職務得隨時進入事業單位，雇主或有關人員無故拒絕、規避或妨礙者，處罰為何？	新臺幣三萬元以上十五萬元以下罰鍰，並得按次處罰	三年以下有期徒刑	新臺幣三萬元以上六萬元以下罰鍰	不罰	If an employer or related persons refuse, evade or obstruct a labor inspector's entry without cause, the penalty is:	A fine of NT$30,000 to NT$150,000, which may be imposed repeatedly	Imprisonment up to 3 years	A fine of NT$30,000 to NT$60,000	No penalty	a	第14條：勞動檢查員得隨時進入事業單位，雇主、代理人、勞工及有關人員不得無故拒絕、規避或妨礙，非警察協助不足以排除時得要求警察協助。第35條：違反第14條第1項或第15條第2項者處三萬元以上十五萬元以下罰鍰，並得按次處罰。	Article 14 grants entry at any time, with police assistance if needed; Article 35: NT$30,000–150,000 per instance for violating Article 14(1) or 15(2).	draft	5		
Q0731	OSH	OSH-03	勞動檢查法	第15條	民國109年6月10日	勞檢法-程序	2	勞動檢查員執行職務時，得對事業單位有關人員為下列何種行為？	沒收財產	詢問並製作談話紀錄或錄音、通知提出報告紀錄工資清冊、檢查文件資料並影印拍照錄影測量、封存或掣給收據後抽取物料樣品	逮捕雇主	關閉工廠	During inspection, labor inspectors may:	Confiscate property	Question personnel (with records or recordings), require reports and wage ledgers, examine and copy/photograph documents, and seal or take samples against receipt	Arrest the employer	Close the factory	b	第15條：詢問有關人員（必要時製作談話紀錄或錄音）、通知提出必要報告紀錄工資清冊文件、檢查應備置之文件資料物品（得影印拍照錄影測量）、封存或掣給收據後抽取物料樣品器材工具以憑檢驗；事業單位不得拒絕；事業單位得申請檢視或複製錄影照片，勞檢機構不得拒絕。	Article 15: questioning, requiring documents, examining and copying/photographing/measuring, sealing or sampling against receipt; the enterprise may request to view or copy recordings and the agency must not refuse.	draft	5		
Q0732	OSH	OSH-03	勞動檢查法	第16條	民國109年6月10日	勞檢法-程序	3	勞動檢查員對違反勞動法律規定之犯罪嫌疑者，必要時得如何？	聲請檢察官簽發搜索票執行搜索、扣押	逮捕移送	要求警察拘提	自行搜索	For suspected crimes under labor laws, labor inspectors may if necessary:	Apply to a prosecutor for a search warrant to search and seize related objects and premises	Arrest and transfer	Have police detain the suspect	Search on their own authority	a	第16條：勞動檢查員對違反勞動法律規定之犯罪嫌疑者，必要時得聲請檢察官簽發搜索票，就其相關物件、處所執行搜索、扣押。細則第16條：應依刑事訴訟法相關規定。	Article 16: apply to a prosecutor for a search warrant; Enforcement Rules Article 16: per the Code of Criminal Procedure.	draft	5		
Q0733	OSH	OSH-03	勞動檢查法	第17條	民國109年6月10日	勞檢法-代行檢查	2	危險性機械或設備之檢查，除由勞動檢查員實施外，必要時得由何者實施？	製造廠商	保險公司	事業單位自行檢查	中央主管機關指定之代行檢查機構派代行檢查員	Besides labor inspectors, inspections of dangerous machinery or equipment may be carried out by:	The manufacturer	An insurance company	The enterprise itself	Delegated inspectors from agencies designated by the central authority	d	第17條：危險性機械或設備之檢查除由勞動檢查機構派勞動檢查員實施外，必要時亦得指定代行檢查機構派代行檢查員實施。第19條：代行檢查業務為非營利性質，收費以收支平衡為原則。細則第17條：代行檢查指定期檢查及其他指定公告之檢查。	Article 17: designated delegated inspection agencies; Article 19: non-profit, fees on a break-even basis; Enforcement Rules Article 17: periodic and other designated inspections.	draft	5		
Q0734	OSH	OSH-03	勞動檢查法	第22條	民國109年6月10日	勞檢法-程序	2	勞動檢查員進入事業單位檢查時應如何？事業單位對未持勞動檢查證者得如何？	不需出示證件；不得拒絕	僅出示身分證；得拒絕	僅告知雇主；不得拒絕	主動出示勞動檢查證並告知雇主及工會；得拒絕檢查	On entering an enterprise, inspectors must do what, and what may the enterprise do if no certificate is shown?	Show no ID; cannot refuse	Show a national ID; may refuse	Only notify the employer; cannot refuse	Present the labor inspector's certificate and notify the employer and union; refuse the inspection	d	第22條：勞動檢查員進入事業單位進行檢查時應主動出示勞動檢查證並告知雇主及工會，事業單位對未持勞動檢查證者得拒絕檢查；檢查後應作成紀錄並告知違反事項及提供遵守法令意見。細則第19條：檢查前應告知檢查目的並請派員陪同。細則第20條：勞動檢查證每二年換發一次。	Article 22: present the certificate and notify employer and union; enterprises may refuse inspectors without a certificate; Enforcement Rules Article 20: certificates reissued every two years.	draft	5		
